Name,Opp,Tournament,ScoreFor,ScoreAgainst,Source
Ricky Purnomo,Yeo Kian Hung,18.12.2005 4th Causeway Challenge,390,390,WESPA
Ricky Purnomo,Yeo Kian Hung,24.06.2007 22nd Brand's Kings Cup,325,406,WESPA
Ricky Purnomo,Yeo Kian Hung,24.06.2007 22nd Brand's Kings Cup,554,394,WESPA
Ricky Purnomo,Yeo Kian Hung,24.06.2007 22nd Brand's Kings Cup,481,425,WESPA
Ricky Purnomo,Yeo Kian Hung,11.06.2010 ICT Penang Open,335,397,WESPA
Ricky Purnomo,Yeo Kian Hung,17.06.2011 ICT Penang Open,484,351,WESPA
Ricky Purnomo,Yeo Kian Hung,16.12.2012 PESTA PULAU PINANG,401,460,WESPA
Ricky Purnomo,Yeo Kian Hung,16.12.2012 PESTA PULAU PINANG,369,488,WESPA
Ricky Purnomo,Yeo Kian Hung,05.07.2013 PENANG INTERNATIONAL,360,432,WESPA
Ricky Purnomo,Yeo Kian Hung,05.07.2013 PENANG INTERNATIONAL,327,463,WESPA
Ricky Purnomo,Yeo Kian Hung,14.07.2013 28th BRAND's Thailand International Crossword Game King's Cup,350,493,WESPA
Ricky Purnomo,Yeo Kian Hung,21.04.2014 Australian Championship,524,402,WESPA
Ricky Purnomo,William Kang,19.06.2009 Penang,545,305,WESPA
Ricky Purnomo,William Kang,19.06.2009 Penang,424,437,WESPA
Ricky Purnomo,William Kang,17.06.2011 ICT Penang Open,404,413,WESPA
Ricky Purnomo,William Kang,16.12.2012 PESTA PULAU PINANG,453,452,WESPA
Ricky Purnomo,William Kang,16.12.2012 PESTA PULAU PINANG,309,503,WESPA
Ricky Purnomo,Martin Teo,11.06.2010 ICT Penang Open,420,475,WESPA
Ricky Purnomo,Martin Teo,05.12.2010 Causeway Challenge,376,429,WESPA
Ricky Purnomo,Martin Teo,05.12.2010 Causeway Challenge,572,298,WESPA
Ricky Purnomo,Martin Teo,16.12.2012 PESTA PULAU PINANG,408,432,WESPA
Ricky Purnomo,Martin Teo,16.12.2012 PESTA PULAU PINANG,363,328,WESPA
Ricky Purnomo,Martin Teo,16.12.2012 PESTA PULAU PINANG,471,457,WESPA
Ricky Purnomo,Jocelyn Lor,27.06.1999 Channel NewsAsia World Masters,383,418,WESPA
Ricky Purnomo,Jocelyn Lor,06.05.2001 4th Singapore Open,330,387,WESPA
Ricky Purnomo,Jocelyn Lor,06.05.2001 4th Singapore Open,436,435,WESPA
Ricky Purnomo,Jocelyn Lor,22.12.2002 1st Causeway Challenge,404,408,WESPA
Ricky Purnomo,Jocelyn Lor,22.12.2002 1st Causeway Challenge,282,549,WESPA
Ricky Purnomo,Jocelyn Lor,19.12.2004 Causeway Challenge,424,357,WESPA
Ricky Purnomo,Jocelyn Lor,18.12.2005 4th Causeway Challenge,639,283,WESPA
Ricky Purnomo,Jocelyn Lor,29.06.2008 23rd Brands Kings Cup,539,304,WESPA
Ricky Purnomo,Jocelyn Lor,19.06.2009 Penang,370,332,WESPA
Ricky Purnomo,Jocelyn Lor,19.06.2009 Penang,516,336,WESPA
Ricky Purnomo,Jocelyn Lor,19.06.2009 Penang,413,486,WESPA
Ricky Purnomo,Jocelyn Lor,28.06.2009 Kings Cup,378,322,WESPA
Ricky Purnomo,Jocelyn Lor,11.06.2010 ICT Penang Open,521,340,WESPA
Ricky Purnomo,Jocelyn Lor,17.06.2011 ICT Penang Open,404,418,WESPA
Ricky Purnomo,Jocelyn Lor,26.06.2011 26th BRANDS King's Cup,319,385,WESPA
Ricky Purnomo,Jocelyn Lor,30.11.2011 CAUSEWAY 2011,473,398,WESPA
Ricky Purnomo,Jocelyn Lor,30.11.2011 CAUSEWAY 2011,508,286,WESPA
Ricky Purnomo,Jocelyn Lor,16.12.2012 PESTA PULAU PINANG,451,560,WESPA
Ricky Purnomo,Jocelyn Lor,16.12.2012 PESTA PULAU PINANG,459,445,WESPA
Ricky Purnomo,Jocelyn Lor,05.07.2013 PENANG INTERNATIONAL,328,554,WESPA
Ricky Purnomo,Jocelyn Lor,05.07.2013 PENANG INTERNATIONAL,508,443,WESPA
Ricky Purnomo,Tan Jin Chor,22.12.2002 1st Causeway Challenge,427,427,WESPA
Ricky Purnomo,Tan Jin Chor,22.12.2002 1st Causeway Challenge,518,368,WESPA
Ricky Purnomo,Tan Jin Chor,19.12.2004 Causeway Challenge,453,356,WESPA
Ricky Purnomo,Tan Jin Chor,18.12.2005 4th Causeway Challenge,414,379,WESPA
Ricky Purnomo,Tan Jin Chor,28.06.2009 Kings Cup,282,398,WESPA
Ricky Purnomo,Tan Jin Chor,11.06.2010 ICT Penang Open,474,406,WESPA
Ricky Purnomo,Tan Jin Chor,30.11.2011 CAUSEWAY 2011,342,426,WESPA
Ricky Purnomo,Tan Jin Chor,30.11.2011 CAUSEWAY 2011,539,313,WESPA
Ricky Purnomo,Tan Jin Chor,30.11.2011 CAUSEWAY 2011,456,384,WESPA
Ricky Purnomo,Tan Jin Chor,30.11.2011 CAUSEWAY 2011,486,354,WESPA
Ricky Purnomo,Tan Jin Chor,05.07.2013 PENANG INTERNATIONAL,461,403,WESPA
Ricky Purnomo,Tan Jin Chor,14.07.2013 28th BRAND's Thailand International Crossword Game King's Cup,467,339,WESPA
Ricky Purnomo,Alex Tan,27.06.1999 Channel NewsAsia World Masters,323,415,WESPA
Ricky Purnomo,Alex Tan,22.12.2002 1st Causeway Challenge,439,245,WESPA
Ricky Purnomo,Alex Tan,22.12.2002 1st Causeway Challenge,459,388,WESPA
Ricky Purnomo,Alex Tan,19.12.2004 Causeway Challenge,396,343,WESPA
Ricky Purnomo,Alex Tan,26.06.2005 20th Brand's Kings Cup 2005,357,454,WESPA
Ricky Purnomo,Alex Tan,26.06.2005 20th Brand's Kings Cup 2005,367,454,WESPA
Ricky Purnomo,Alex Tan,19.06.2009 Penang,429,445,WESPA
Ricky Purnomo,Alex Tan,17.06.2011 ICT Penang Open,382,440,WESPA
Ricky Purnomo,Alex Tan,12.01.2014 iGATE International,397,425,WESPA
Michael Tang,Nigel Richards,15.05.2000 3rd Singapore Open,296,625,WESPA
Michael Tang,Nigel Richards,15.05.2000 3rd Singapore Open,401,486,WESPA
Michael Tang,Nigel Richards,28.05.2000 Bertam World Masters,445,411,WESPA
Michael Tang,Nigel Richards,06.05.2001 4th Singapore Open,503,496,WESPA
Michael Tang,Nigel Richards,06.05.2001 4th Singapore Open,400,481,WESPA
Michael Tang,Nigel Richards,01.07.200116th Brand's King's Cup 2001,300,400,WESPA
Michael Tang,Nigel Richards,22.12.2002 1st Causeway Challenge,487,392,WESPA
Michael Tang,Nigel Richards,22.12.2002 1st Causeway Challenge,353,517,WESPA
Michael Tang,Nigel Richards,29.06.2003 18th Brand's King's Cup 2003,356,502,WESPA
Michael Tang,Nigel Richards,19.12.2004 Causeway Challenge,421,451,WESPA
Michael Tang,Nigel Richards,02.07.2006 Kings Cup,454,381,WESPA
Michael Tang,Nigel Richards,10.12.2006 5th Causeway Challenge,332,499,WESPA
Michael Tang,Nigel Richards,24.08.2007 Penang,421,422,WESPA
Michael Tang,Nigel Richards,22.06.2008 ICT Penang Open,321,482,WESPA
Michael Tang,Nigel Richards,19.06.2009 Penang,351,464,WESPA
Michael Tang,Nigel Richards,20.09.2009 Baguio Centennial International Word Builders Tournament,375,512,WESPA
Michael Tang,Nigel Richards,15.01.2010 iGATE 2010 International Scrabble Tournament,475,353,WESPA
Michael Tang,Nigel Richards,15.01.2010 iGATE 2010 International Scrabble Tournament,354,453,WESPA
Michael Tang,Nigel Richards,20.06.2010 25th BRAND's Thailand International Crossword Game King's Cup,346,534,WESPA
Michael Tang,Nigel Richards,17.01.2011  iGATE International Scrabble Tournament,445,470,WESPA
Michael Tang,Nigel Richards,29.06.2012 ICT2012,365,519,WESPA
Michael Tang,Nigel Richards,05.07.2013 PENANG INTERNATIONAL,327,424,WESPA
Michael Tang,Nigel Richards,12.01.2014 iGATE International,348,395,WESPA
Michael Tang,Nigel Richards,13.04.2014 ASTAR 2014,362,429,WESPA
Michael Tang,Nigel Richards,13.04.2014 ASTAR 2014,287,526,WESPA
Michael Tang,Aaron Chong,22.12.2002 1st Causeway Challenge,314,578,WESPA
Michael Tang,Aaron Chong,22.12.2002 1st Causeway Challenge,489,401,WESPA
Michael Tang,Aaron Chong,14.12.2003 2nd Causeway Challenge,346,486,WESPA
Michael Tang,Aaron Chong,14.12.2003 2nd Causeway Challenge,317,464,WESPA
Michael Tang,Aaron Chong,19.12.2004 Causeway Challenge,326,534,WESPA
Michael Tang,Aaron Chong,18.12.2005 4th Causeway Challenge,376,439,WESPA
Michael Tang,Aaron Chong,10.12.2006 5th Causeway Challenge,454,388,WESPA
Michael Tang,Aaron Chong,24.08.2007 Penang,321,435,WESPA
Michael Tang,Vannitha Balasingam,07.07.2002 17th Brand's King's Cup 2002,368,322,WESPA
Michael Tang,Vannitha Balasingam,07.07.2002 17th Brand's King's Cup 2002,433,308,WESPA
Michael Tang,Vannitha Balasingam,22.12.2002 1st Causeway Challenge,396,339,WESPA
Michael Tang,Vannitha Balasingam,22.12.2002 1st Causeway Challenge,350,342,WESPA
Michael Tang,Vannitha Balasingam,14.12.2003 2nd Causeway Challenge,334,383,WESPA
Michael Tang,Vannitha Balasingam,14.12.2003 2nd Causeway Challenge,448,363,WESPA
Michael Tang,Vannitha Balasingam,10.12.2006 5th Causeway Challenge,488,419,WESPA
Michael Tang,Vannitha Balasingam,24.08.2007 Penang,455,387,WESPA
Michael Tang,Vannitha Balasingam,20.09.2009 Baguio Centennial International Word Builders Tournament,384,381,WESPA
Michael Tang,Vannitha Balasingam,20.09.2009 Baguio Centennial International Word Builders Tournament,278,583,WESPA
Michael Tang,Vannitha Balasingam,24.06.2012 27th BRANDS Thailand International Crossword Game King's Cup,368,380,WESPA
Michael Tang,Vannitha Balasingam,29.06.2012 ICT2012,388,378,WESPA
Michael Tang,Yeo Kian Hung,14.12.2003 2nd Causeway Challenge,468,361,WESPA
Michael Tang,Yeo Kian Hung,14.12.2003 2nd Causeway Challenge,475,406,WESPA
Michael Tang,Yeo Kian Hung,19.12.2004 Causeway Challenge,374,380,WESPA
Michael Tang,Yeo Kian Hung,26.06.2005 20th Brand's Kings Cup 2005,323,370,WESPA
Michael Tang,Yeo Kian Hung,18.12.2005 4th Causeway Challenge,394,410,WESPA
Michael Tang,Yeo Kian Hung,02.07.2006 Kings Cup,338,424,WESPA
Michael Tang,Yeo Kian Hung,24.08.2007 Penang,401,393,WESPA
Michael Tang,Yeo Kian Hung,22.06.2008 ICT Penang Open,345,526,WESPA
Michael Tang,Yeo Kian Hung,20.06.2010 25th BRAND's Thailand International Crossword Game King's Cup,343,375,WESPA
Michael Tang,Yeo Kian Hung,17.01.2011  iGATE International Scrabble Tournament,500,386,WESPA
Michael Tang,Yeo Kian Hung,26.06.2011 26th BRANDS King's Cup,433,438,WESPA
Michael Tang,Yeo Kian Hung,24.06.2012 27th BRANDS Thailand International Crossword Game King's Cup,384,397,WESPA
Michael Tang,Yeo Kian Hung,24.06.2012 27th BRANDS Thailand International Crossword Game King's Cup,389,498,WESPA
Michael Tang,Yeo Kian Hung,05.07.2013 PENANG INTERNATIONAL,443,358,WESPA
Michael Tang,Yeo Kian Hung,05.07.2013 PENANG INTERNATIONAL,431,468,WESPA
Michael Tang,Yeo Kian Hung,05.07.2013 PENANG INTERNATIONAL,396,518,WESPA
Michael Tang,Yeo Kian Hung,13.04.2014 ASTAR 2014,553,362,WESPA
Michael Tang,William Kang,19.06.2009 Penang,421,389,WESPA
Michael Tang,William Kang,19.06.2009 Penang,342,465,WESPA
Michael Tang,William Kang,29.11.2009 World Scrabble Championship,300,374,WESPA
Michael Tang,William Kang,16.12.2012 PESTA PULAU PINANG,529,429,WESPA
Michael Tang,Martin Teo,22.06.2008 ICT Penang Open,425,496,WESPA
Michael Tang,Martin Teo,29.06.2012 ICT2012,380,465,WESPA
Michael Tang,Martin Teo,16.12.2012 PESTA PULAU PINANG,351,491,WESPA
Michael Tang,Martin Teo,16.12.2012 PESTA PULAU PINANG,387,400,WESPA
Michael Tang,Martin Teo,14.07.2013 28th BRAND's Thailand International Crossword Game King's Cup,388,431,WESPA
Michael Tang,Jocelyn Lor,27.06.1999 Channel NewsAsia World Masters,388,444,WESPA
Michael Tang,Jocelyn Lor,15.05.2000 3rd Singapore Open,316,318,WESPA
Michael Tang,Jocelyn Lor,06.05.2001 4th Singapore Open,346,355,WESPA
Michael Tang,Jocelyn Lor,22.12.2002 1st Causeway Challenge,368,391,WESPA
Michael Tang,Jocelyn Lor,22.12.2002 1st Causeway Challenge,353,392,WESPA
Michael Tang,Jocelyn Lor,14.12.2003 2nd Causeway Challenge,412,404,WESPA
Michael Tang,Jocelyn Lor,14.12.2003 2nd Causeway Challenge,274,510,WESPA
Michael Tang,Jocelyn Lor,19.12.2004 Causeway Challenge,407,371,WESPA
Michael Tang,Jocelyn Lor,18.12.2005 4th Causeway Challenge,345,270,WESPA
Michael Tang,Jocelyn Lor,10.12.2006 5th Causeway Challenge,332,383,WESPA
Michael Tang,Jocelyn Lor,24.08.2007 Penang,289,448,WESPA
Michael Tang,Jocelyn Lor,19.06.2009 Penang,341,484,WESPA
Michael Tang,Jocelyn Lor,20.09.2009 Baguio Centennial International Word Builders Tournament,370,370,WESPA
Michael Tang,Jocelyn Lor,20.09.2009 Baguio Centennial International Word Builders Tournament,386,384,WESPA
Michael Tang,Jocelyn Lor,20.09.2009 Baguio Centennial International Word Builders Tournament,350,352,WESPA
Michael Tang,Jocelyn Lor,08.12.2009 Johor Bahru Rnd Robin,384,407,WESPA
Michael Tang,Jocelyn Lor,08.12.2009 Johor Bahru Rnd Robin,491,365,WESPA
Michael Tang,Jocelyn Lor,26.06.2011 26th BRANDS King's Cup,470,434,WESPA
Michael Tang,Jocelyn Lor,24.06.2012 27th BRANDS Thailand International Crossword Game King's Cup,428,396,WESPA
Michael Tang,Jocelyn Lor,29.06.2012 ICT2012,401,477,WESPA
Michael Tang,Jocelyn Lor,16.12.2012 PESTA PULAU PINANG,514,346,WESPA
Michael Tang,Jocelyn Lor,05.07.2013 PENANG INTERNATIONAL,369,440,WESPA
Michael Tang,Jocelyn Lor,05.07.2013 PENANG INTERNATIONAL,497,351,WESPA
Michael Tang,Jocelyn Lor,13.04.2014 ASTAR 2014,430,368,WESPA
Michael Tang,Tan Jin Chor,15.05.2000 3rd Singapore Open,406,334,WESPA
Michael Tang,Tan Jin Chor,28.05.2000 Bertam World Masters,470,399,WESPA
Michael Tang,Tan Jin Chor,22.12.2002 1st Causeway Challenge,336,362,WESPA
Michael Tang,Tan Jin Chor,22.12.2002 1st Causeway Challenge,430,436,WESPA
Michael Tang,Tan Jin Chor,29.06.2003 18th Brand's King's Cup 2003,360,357,WESPA
Michael Tang,Tan Jin Chor,19.12.2004 Causeway Challenge,419,376,WESPA
Michael Tang,Tan Jin Chor,26.06.2005 20th Brand's Kings Cup 2005,370,359,WESPA
Michael Tang,Tan Jin Chor,18.12.2005 4th Causeway Challenge,433,327,WESPA
Michael Tang,Tan Jin Chor,02.07.2006 Kings Cup,470,376,WESPA
Michael Tang,Tan Jin Chor,22.06.2008 ICT Penang Open,444,366,WESPA
Michael Tang,Tan Jin Chor,22.06.2008 ICT Penang Open,471,348,WESPA
Michael Tang,Tan Jin Chor,29.06.2008 23rd Brands Kings Cup,300,384,WESPA
Michael Tang,Tan Jin Chor,29.06.2008 23rd Brands Kings Cup,402,442,WESPA
Michael Tang,Tan Jin Chor,19.06.2009 Penang,375,340,WESPA
Michael Tang,Tan Jin Chor,19.06.2009 Penang,403,364,WESPA
Michael Tang,Tan Jin Chor,28.06.2009 Kings Cup,474,384,WESPA
Michael Tang,Tan Jin Chor,20.09.2009 Baguio Centennial International Word Builders Tournament,490,322,WESPA
Michael Tang,Tan Jin Chor,20.09.2009 Baguio Centennial International Word Builders Tournament,444,402,WESPA
Michael Tang,Tan Jin Chor,20.09.2009 Baguio Centennial International Word Builders Tournament,296,445,WESPA
Michael Tang,Tan Jin Chor,08.12.2009 Johor Bahru Rnd Robin,400,358,WESPA
Michael Tang,Tan Jin Chor,08.12.2009 Johor Bahru Rnd Robin,408,600,WESPA
Michael Tang,Tan Jin Chor,08.12.2009 Johor Bahru Rnd Robin,398,370,WESPA
Michael Tang,Tan Jin Chor,11.06.2010 ICT Penang Open,357,422,WESPA
Michael Tang,Tan Jin Chor,11.06.2010 ICT Penang Open,536,327,WESPA
Michael Tang,Tan Jin Chor,26.06.2011 26th BRANDS King's Cup,420,426,WESPA
Michael Tang,Tan Jin Chor,29.06.2012 ICT2012,366,389,WESPA
Michael Tang,Tan Jin Chor,16.12.2012 PESTA PULAU PINANG,418,428,WESPA
Michael Tang,Tan Jin Chor,01.04.2013 Australian Championship,342,365,WESPA
Michael Tang,Tan Jin Chor,05.07.2013 PENANG INTERNATIONAL,431,368,WESPA
Michael Tang,Tan Jin Chor,05.07.2013 PENANG INTERNATIONAL,328,492,WESPA
Michael Tang,Tan Jin Chor,05.07.2013 PENANG INTERNATIONAL,463,359,WESPA
Michael Tang,Tan Jin Chor,13.04.2014 ASTAR 2014,443,449,WESPA
Michael Tang,Alex Tan,07.07.2002 17th Brand's King's Cup 2002,371,300,WESPA
Michael Tang,Alex Tan,22.12.2002 1st Causeway Challenge,322,465,WESPA
Michael Tang,Alex Tan,22.12.2002 1st Causeway Challenge,431,370,WESPA
Michael Tang,Alex Tan,14.12.2003 2nd Causeway Challenge,404,374,WESPA
Michael Tang,Alex Tan,14.12.2003 2nd Causeway Challenge,346,423,WESPA
Michael Tang,Alex Tan,19.12.2004 Causeway Challenge,316,344,WESPA
Michael Tang,Alex Tan,22.06.2008 ICT Penang Open,465,360,WESPA
Michael Tang,Alex Tan,19.06.2009 Penang,374,416,WESPA
Michael Tang,Alex Tan,11.06.2010 ICT Penang Open,474,408,WESPA
Michael Tang,Alex Tan,26.06.2011 26th BRANDS King's Cup,456,447,WESPA
Michael Tang,Alex Tan,13.04.2014 ASTAR 2014,369,395,WESPA
Michael Tang,Alex Tan,13.04.2014 ASTAR 2014,233,458,WESPA
Shim Yen Nee,Nigel Richards,19.12.2004 Causeway Challenge,405,573,WESPA
Shim Yen Nee,Nigel Richards,24.08.2007 Penang,431,340,WESPA
Shim Yen Nee,Nigel Richards,29.06.2008 23rd Brands Kings Cup,328,473,WESPA
Shim Yen Nee,Nigel Richards,17.06.2011 ICT Penang Open,421,453,WESPA
Shim Yen Nee,Nigel Richards,17.06.2011 ICT Penang Open,485,521,WESPA
Shim Yen Nee,Nigel Richards,17.06.2011 ICT Penang Open,328,504,WESPA
Shim Yen Nee,Aaron Chong,14.12.2003 2nd Causeway Challenge,316,490,WESPA
Shim Yen Nee,Aaron Chong,14.12.2003 2nd Causeway Challenge,349,463,WESPA
Shim Yen Nee,Aaron Chong,19.12.2004 Causeway Challenge,406,481,WESPA
Shim Yen Nee,Aaron Chong,17.06.2011 ICT Penang Open,456,389,WESPA
Shim Yen Nee,Vannitha Balasingam,14.12.2003 2nd Causeway Challenge,347,414,WESPA
Shim Yen Nee,Vannitha Balasingam,14.12.2003 2nd Causeway Challenge,442,321,WESPA
Shim Yen Nee,Vannitha Balasingam,02.07.2006 Kings Cup,334,387,WESPA
Shim Yen Nee,Vannitha Balasingam,05.12.2010 Causeway Challenge,444,365,WESPA
Shim Yen Nee,Yeo Kian Hung,14.12.2003 2nd Causeway Challenge,438,457,WESPA
Shim Yen Nee,Yeo Kian Hung,14.12.2003 2nd Causeway Challenge,388,365,WESPA
Shim Yen Nee,Yeo Kian Hung,19.12.2004 Causeway Challenge,403,353,WESPA
Shim Yen Nee,Yeo Kian Hung,29.06.2008 23rd Brands Kings Cup,377,395,WESPA
Shim Yen Nee,Yeo Kian Hung,17.06.2011 ICT Penang Open,385,447,WESPA
Shim Yen Nee,Yeo Kian Hung,26.06.2011 26th BRANDS King's Cup,401,491,WESPA
Shim Yen Nee,Yeo Kian Hung,26.06.2011 26th BRANDS King's Cup,421,427,WESPA
Shim Yen Nee,William Kang,17.06.2011 ICT Penang Open,544,385,WESPA
Shim Yen Nee,William Kang,16.12.2012 PESTA PULAU PINANG,453,364,WESPA
Shim Yen Nee,Martin Teo,05.12.2010 Causeway Challenge,446,397,WESPA
Shim Yen Nee,Martin Teo,05.12.2010 Causeway Challenge,595,308,WESPA
Shim Yen Nee,Martin Teo,05.12.2010 Causeway Challenge,440,368,WESPA
Shim Yen Nee,Martin Teo,05.12.2010 Causeway Challenge,522,378,WESPA
Shim Yen Nee,Martin Teo,17.06.2011 ICT Penang Open,534,322,WESPA
Shim Yen Nee,Martin Teo,16.12.2012 PESTA PULAU PINANG,394,391,WESPA
Shim Yen Nee,Jocelyn Lor,14.12.2003 2nd Causeway Challenge,462,411,WESPA
Shim Yen Nee,Jocelyn Lor,14.12.2003 2nd Causeway Challenge,283,435,WESPA
Shim Yen Nee,Jocelyn Lor,19.12.2004 Causeway Challenge,411,409,WESPA
Shim Yen Nee,Jocelyn Lor,24.08.2007 Penang,393,450,WESPA
Shim Yen Nee,Jocelyn Lor,24.08.2007 Penang,353,388,WESPA
Shim Yen Nee,Jocelyn Lor,30.11.2007 Causeway Challenge Open,471,394,WESPA
Shim Yen Nee,Jocelyn Lor,29.06.2008 23rd Brands Kings Cup,384,346,WESPA
Shim Yen Nee,Jocelyn Lor,29.06.2008 23rd Brands Kings Cup,410,382,WESPA
Shim Yen Nee,Jocelyn Lor,28.06.2009 Kings Cup,396,434,WESPA
Shim Yen Nee,Jocelyn Lor,16.12.2012 PESTA PULAU PINANG,401,411,WESPA
Shim Yen Nee,Jocelyn Lor,16.12.2012 PESTA PULAU PINANG,370,385,WESPA
Shim Yen Nee,Jocelyn Lor,16.12.2012 PESTA PULAU PINANG,398,422,WESPA
Shim Yen Nee,Tan Jin Chor,19.12.2004 Causeway Challenge,389,526,WESPA
Shim Yen Nee,Tan Jin Chor,10.12.2006 5th Causeway Challenge,462,285,WESPA
Shim Yen Nee,Tan Jin Chor,10.12.2006 5th Causeway Challenge,361,478,WESPA
Shim Yen Nee,Tan Jin Chor,24.08.2007 Penang,589,338,WESPA
Shim Yen Nee,Tan Jin Chor,28.06.2009 Kings Cup,460,438,WESPA
Shim Yen Nee,Tan Jin Chor,04.12.2009 CAUSEWAY OPEN,336,437,WESPA
Shim Yen Nee,Tan Jin Chor,26.06.2011 26th BRANDS King's Cup,410,362,WESPA
Shim Yen Nee,Alex Tan,14.12.2003 2nd Causeway Challenge,347,579,WESPA
Shim Yen Nee,Alex Tan,14.12.2003 2nd Causeway Challenge,330,419,WESPA
Shim Yen Nee,Alex Tan,19.12.2004 Causeway Challenge,411,344,WESPA
Shim Yen Nee,Alex Tan,30.11.2007 Causeway Challenge Open,399,375,WESPA
Shim Yen Nee,Alex Tan,29.06.2008 23rd Brands Kings Cup,315,400,WESPA
Shim Yen Nee,Alex Tan,05.12.2010 Causeway Challenge,335,455,WESPA
Shim Yen Nee,Alex Tan,17.06.2011 ICT Penang Open,499,286,WESPA
