"Player1","Player2","P1.country","P1.country.rank","P2.country","P2.country.rank","exp.wespa.win","wespa.games","exp.sa.win","sa.games","exp.msa.win","msa.games","W","L","D","Played","Margin","FirstGame","LastGame","rated.games","mixed.exp.win","P1.wespa.rating","P2.wespa.rating"
"Vannitha Balasingam","Ricky Purnomo","Malaysia",3,"Singapore",6,0.559713649267193,1460,0.376175344065856,1332,0.539163797183407,1604,3,5,0,8,-582,2002-12-22,2010-12-05,4396,0.496602870088264,1906,1834
"Yeo Kian Hung","Ricky Purnomo","Malaysia",4,"Singapore",6,0.52497918747894,2014,0.486921588536006,1870,0.514530790863217,1869,22,25,2,49,-801,2002-02-24,2014-04-21,5753,0.509214236445032,1864,1834
"William Kang","Ricky Purnomo","Malaysia",5,"Singapore",6,0.364319078982836,1216,1,0,0.453622069436318,1450,3,2,0,5,-25,2009-06-19,2012-12-16,2666,0.412889722702847,1667,1834
"Martin Teo","Ricky Purnomo","Malaysia",6,"Singapore",6,0.423928575543288,1261,0.346667307598019,1344,0.46228109865701,1252,4,6,0,10,-296,2010-06-11,2012-12-16,3857,0.409455724835468,1742,1834
"Vinnith Ramamurti","Ricky Purnomo","Malaysia",7,"Singapore",6,0.287682424355135,1001,1,0,0.420732425097251,835,0,0,0,0,0,NA,NA,1836,0.348192637110945,1562,1834
"Jocelyn Lor","Ricky Purnomo","Malaysia",8,"Singapore",6,0.382252125230751,1931,0.457948408610085,1968,0.419316124523615,2390,20,28,0,48,-1208,1999-05-30,2013-07-05,6289,0.420024941894843,1690,1834
"Tan Jin Chor","Ricky Purnomo","Malaysia",9,"Singapore",6,0.419051894851541,2003,0.332328040684727,1507,0.419316124523615,2272,7,10,1,18,-531,1999-05-30,2013-07-14,5782,0.396552324043095,1736,1834
"Alex Tan","Ricky Purnomo","Malaysia",10,"Singapore",6,0.446044245280393,1485,0.322089449688635,1535,0.416487529763493,1690,10,9,0,19,-87,1999-06-27,2014-01-12,4710,0.395041812062365,1769,1834
"Nigel Richards","Victor Chua","Malaysia",1,"Singapore",7,0.832948082459459,2440,0.806937548432324,1289,0.785247310359842,1319,9,2,0,11,986,2006-03-19,2010-11-21,5048,0.81384251654021,2332,1850
"Aaron Chong","Victor Chua","Malaysia",2,"Singapore",7,0.538258404556013,453,0.711188397845196,1001,0.566464777974358,924,1,1,0,2,-125,2008-11-30,2013-03-17,2378,0.622011815960985,1896,1850
"Vannitha Balasingam","Victor Chua","Malaysia",3,"Singapore",7,0.5465316309986,738,0.383021232454189,856,0.536273371645779,1259,0,1,0,1,-168,2008-11-30,2008-11-30,2853,0.492945914321692,1906,1850
"Yeo Kian Hung","Victor Chua","Malaysia",4,"Singapore",7,0.511664549843712,1292,0.494186308528893,1394,0.511625811178651,1524,4,8,0,12,118,2006-03-19,2011-01-23,4210,0.505863194471168,1864,1850
"William Kang","Victor Chua","Malaysia",5,"Singapore",7,0.35205919791935,494,1,0,0.450741689082636,1105,0,0,0,0,0,NA,NA,1599,0.420254415389913,1667,1850
"Martin Teo","Victor Chua","Malaysia",6,"Singapore",7,0.410959565941335,539,0.353280303361319,868,0.459391964819971,907,0,0,0,0,0,NA,NA,2314,0.40830726942598,1742,1850
"Vinnith Ramamurti","Victor Chua","Malaysia",7,"Singapore",7,0.27687819487561,279,1,0,0.417901152074609,490,0,0,0,0,0,NA,NA,769,0.366736776185766,1562,1850
"Jocelyn Lor","Victor Chua","Malaysia",8,"Singapore",7,0.369739777082249,1209,0.46517276787874,1492,0.416487529763493,2045,6,8,1,15,-114,2006-03-19,2010-11-21,4746,0.41988414634089,1690,1850
"Tan Jin Chor","Victor Chua","Malaysia",9,"Singapore",7,0.406126897065857,1281,0.338809353120242,1031,0.416487529763493,1927,0,4,0,4,-386,2008-09-28,2010-03-07,4239,0.394463899047554,1736,1850
"Alex Tan","Victor Chua","Malaysia",10,"Singapore",7,0.432907095034546,763,0.328469316748542,1059,0.413664423168757,1345,1,2,0,3,-86,2010-11-14,2010-11-14,3167,0.389812367890762,1769,1850
"Nigel Richards","Michael Tang","Malaysia",1,"Singapore",8,0.887620890658643,3453,0.808742589796558,1719,0.850480172966832,1836,35,9,0,44,3717,2000-05-15,2014-04-13,7008,0.858542386539909,2332,1712
"Aaron Chong","Michael Tang","Malaysia",2,"Singapore",8,0.648700804989077,1466,0.713570886195318,1431,0.670246980942802,1441,11,2,0,13,1118,2002-12-22,2014-03-30,4338,0.677257081096834,1896,1712
"Vannitha Balasingam","Michael Tang","Malaysia",3,"Singapore",8,0.656258910982414,1751,0.385772804281851,1286,0.642724574192104,1776,4,9,0,13,27,2002-06-02,2012-06-29,4813,0.578992732848918,1906,1712
"Yeo Kian Hung","Michael Tang","Malaysia",4,"Singapore",8,0.624024738826925,2305,0.497093056009301,1824,0.619722864149328,2041,19,16,0,35,-103,2003-01-26,2014-04-13,6170,0.585077653628169,1864,1712
"William Kang","Michael Tang","Malaysia",5,"Singapore",8,0.46257015465625,1507,1,0,0.560744975325218,1622,2,2,0,4,65,2009-06-19,2012-12-16,3129,0.513461672433517,1667,1712
"Martin Teo","Michael Tang","Malaysia",6,"Singapore",8,0.52497918747894,1552,0.355941480093963,1298,0.569318150295772,1424,5,1,0,6,344,2008-06-22,2013-07-14,4274,0.488415719735718,1742,1712
"Vinnith Ramamurti","Michael Tang","Malaysia",7,"Singapore",8,0.377540668798145,1292,1,0,0.527588230894934,1007,0,0,0,0,0,NA,NA,2299,0.443263981121532,1562,1712
"Jocelyn Lor","Michael Tang","Malaysia",8,"Singapore",8,0.481674878300044,2222,0.468066780088842,1922,0.52613893920462,2562,28,21,1,50,-37,1997-11-30,2014-04-13,6706,0.494761988242721,1690,1712
"Tan Jin Chor","Michael Tang","Malaysia",9,"Singapore",8,0.519989340155582,2294,0.341419070662416,1461,0.52613893920462,2444,14,23,0,37,-796,1998-04-26,2014-04-13,6199,0.480327855455845,1736,1712
"Alex Tan","Michael Tang","Malaysia",10,"Singapore",8,0.547357618143089,1776,0.331039265114216,1489,0.523239058440566,1862,8,13,1,22,-162,2002-07-07,2014-04-13,5127,0.475774472867862,1769,1712
"Nigel Richards","Yong Jian Rong","Malaysia",1,"Singapore",9,0.968015602510467,2343,0.831041028920425,937,0.653332692401981,1185,2,3,0,5,-1,2010-11-21,2014-03-30,4465,0.855754813275881,2332,1309
"Aaron Chong","Yong Jian Rong","Malaysia",2,"Singapore",9,0.876171756309303,356,0.743445336880844,649,0.402430342889908,790,5,4,0,9,238,2012-11-18,2014-03-30,1795,0.619684200426076,1896,1309
"Vannitha Balasingam","Yong Jian Rong","Malaysia",3,"Singapore",9,0.879743137532249,641,0.422150031695982,504,0.373450606569853,1125,0,0,0,0,0,NA,NA,2270,0.527229471155961,1906,1309
"Yeo Kian Hung","Yong Jian Rong","Malaysia",4,"Singapore",9,0.864127102990906,1195,0.53482723212126,1042,0.350628191225738,1390,3,3,0,6,-141,2012-05-27,2014-03-30,3627,0.572730920801837,1864,1309
"William Kang","Yong Jian Rong","Malaysia",5,"Singapore",9,0.767336698092508,397,1,0,0.297242178695504,971,0,0,0,0,0,NA,NA,1368,0.43366580749712,1667,1309
"Martin Teo","Yong Jian Rong","Malaysia",6,"Singapore",9,0.808970306533718,442,0.39129774705676,516,0.304580170680201,773,1,0,0,1,16,2011-04-16,2011-04-16,1731,0.45922298376949,1742,1309
"Vinnith Ramamurti","Yong Jian Rong","Malaysia",7,"Singapore",9,0.699166789753104,182,1,0,0.270086048431485,356,0,0,0,0,0,NA,NA,538,0.415239756462219,1562,1309
"Jocelyn Lor","Yong Jian Rong","Malaysia",8,"Singapore",9,0.780742747912128,1112,0.505813691471108,1140,0.268941421369995,1911,2,1,0,3,94,2010-11-21,2013-12-01,4163,0.470516598653233,1690,1309
"Tan Jin Chor","Yong Jian Rong","Malaysia",9,"Singapore",9,0.80586044611087,1184,0.376175344065856,679,0.268941421369995,1793,0,1,0,1,-75,2012-11-18,2012-11-18,3656,0.462739003099668,1736,1309
"Alex Tan","Yong Jian Rong","Malaysia",10,"Singapore",9,0.822493497287926,666,0.365325024830875,707,0.26666138761937,1211,2,0,0,2,128,2010-11-21,2011-09-11,2584,0.436916564301952,1769,1309
"Nigel Richards","Shim Yen Nee","Malaysia",1,"Singapore",10,0.890578774052597,2735,0.839048142985575,1742,0.87263035579637,1606,18,3,0,21,2300,2003-06-15,2012-11-18,6083,0.871083209522225,2332,1703
"Aaron Chong","Shim Yen Nee","Malaysia",2,"Singapore",10,0.655506575973061,748,0.754376744352612,1454,0.709992750239199,1211,11,2,0,13,1403,2003-12-14,2013-02-02,3413,0.716959837578733,1896,1703
"Vannitha Balasingam","Shim Yen Nee","Malaysia",3,"Singapore",10,0.662994326355858,1033,0.436393008144739,1309,0.684224770481195,1546,2,2,0,4,-80,2003-12-14,2010-12-05,3888,0.595144825604679,1906,1703
"Yeo Kian Hung","Shim Yen Nee","Malaysia",4,"Singapore",10,0.631036659317319,1587,0.549258310917364,1847,0.662491851547828,1811,21,6,0,27,1101,2003-03-16,2012-11-18,5245,0.613099718160929,1864,1703
"William Kang","Shim Yen Nee","Malaysia",5,"Singapore",10,0.470035948235428,789,1,0,0.605929199800585,1392,0,2,0,2,-248,2011-06-17,2012-12-16,2181,0.556768367391182,1667,1703
"Martin Teo","Shim Yen Nee","Malaysia",6,"Singapore",10,0.532454306387319,834,0.405229768336151,1321,0.614227195718149,1194,1,7,0,8,-894,2010-11-21,2012-12-16,3349,0.511425108147671,1742,1703
"Vinnith Ramamurti","Shim Yen Nee","Malaysia",7,"Singapore",10,0.384616243608818,574,1,0,0.573589534619082,777,0,0,0,0,0,NA,NA,1351,0.493300364345291,1562,1703
"Jocelyn Lor","Shim Yen Nee","Malaysia",8,"Singapore",10,0.489168361564453,1504,0.520337610049672,1945,0.572166926594609,2332,17,17,0,34,-4,2002-12-01,2012-12-16,5781,0.533135986880847,1690,1703
"Tan Jin Chor","Shim Yen Nee","Malaysia",9,"Singapore",10,0.527472304344594,1576,0.389913835920438,1484,0.572166926594609,2214,6,10,0,16,-198,2004-06-06,2012-11-18,5274,0.507528642327166,1736,1703
"Alex Tan","Shim Yen Nee","Malaysia",10,"Singapore",10,0.554779235107215,1058,0.378907939058416,1512,0.569318150295772,1632,11,4,0,15,952,2002-04-28,2011-06-17,4202,0.497142421675977,1769,1703
